Author	Consortium	PMID	Date	Trait	EFO	Analysis	Source	Outcome	Exposure	Covariates	Outcome_Units	Exposure_Units	Methylation_Array	Tissue	Further_Details	N	N_Cohorts	Age	Sex	Ancestry	StudyID
Gadd DA	Generation Scotland	35945220	31/07/2022	MAGOHB protein levels (SeqId = 16875-13)	NA	SomaScan protein measurement	https://doi.org/10.5281/zenodo.6801458	MAGOHB protein levels (SeqId = 16875-13)	DNA methylation	Age, sex, pQTLs, batch effects, ancestry (genomic PCs), depression, cell composition (reference based), body mass index, smoking	NA	M values	Illumina HumanMethylationEPIC	Whole blood	Full UniProt name: Protein mago nashi homolog 2	774	1	Adults (18-65 years)	Both	European	Gadd-DA_magohb_protein_levels__seqid___16875-13__somascan_protein_measurement
Gadd DA	Generation Scotland	35945220	31/07/2022	MSRB2 protein levels (SeqId = 16877-19)	NA	SomaScan protein measurement	https://doi.org/10.5281/zenodo.6801458	MSRB2 protein levels (SeqId = 16877-19)	DNA methylation	Age, sex, pQTLs, batch effects, ancestry (genomic PCs), depression, cell composition (reference based), body mass index, smoking	NA	M values	Illumina HumanMethylationEPIC	Whole blood	Full UniProt name: Methionine-R-sulfoxide reductase B2, mitochondrial	774	1	Adults (18-65 years)	Both	European	Gadd-DA_msrb2_protein_levels__seqid___16877-19__somascan_protein_measurement
Gadd DA	Generation Scotland	35945220	31/07/2022	PHPT1 protein levels (SeqId = 16882-27)	NA	SomaScan protein measurement	https://doi.org/10.5281/zenodo.6801458	PHPT1 protein levels (SeqId = 16882-27)	DNA methylation	Age, sex, pQTLs, batch effects, ancestry (genomic PCs), depression, cell composition (reference based), body mass index, smoking	NA	M values	Illumina HumanMethylationEPIC	Whole blood	Full UniProt name: 14 kDa phosphohistidine phosphatase	774	1	Adults (18-65 years)	Both	European	Gadd-DA_phpt1_protein_levels__seqid___16882-27__somascan_protein_measurement
Gadd DA	Generation Scotland	35945220	31/07/2022	RAB4A protein levels (SeqId = 16883-57)	NA	SomaScan protein measurement	https://doi.org/10.5281/zenodo.6801458	RAB4A protein levels (SeqId = 16883-57)	DNA methylation	Age, sex, pQTLs, batch effects, ancestry (genomic PCs), depression, cell composition (reference based), body mass index, smoking	NA	M values	Illumina HumanMethylationEPIC	Whole blood	Full UniProt name: Ras-related protein Rab-4A	774	1	Adults (18-65 years)	Both	European	Gadd-DA_rab4a_protein_levels__seqid___16883-57__somascan_protein_measurement
Gadd DA	Generation Scotland	35945220	31/07/2022	MAPRE3 protein levels (SeqId = 16885-49)	NA	SomaScan protein measurement	https://doi.org/10.5281/zenodo.6801458	MAPRE3 protein levels (SeqId = 16885-49)	DNA methylation	Age, sex, pQTLs, batch effects, ancestry (genomic PCs), depression, cell composition (reference based), body mass index, smoking	NA	M values	Illumina HumanMethylationEPIC	Whole blood	Full UniProt name: Microtubule-associated protein RP/EB family member 3	774	1	Adults (18-65 years)	Both	European	Gadd-DA_mapre3_protein_levels__seqid___16885-49__somascan_protein_measurement
Gadd DA	Generation Scotland	35945220	31/07/2022	ADAMTSL1 protein levels (SeqId = 16890-37)	NA	SomaScan protein measurement	https://doi.org/10.5281/zenodo.6801458	ADAMTSL1 protein levels (SeqId = 16890-37)	DNA methylation	Age, sex, pQTLs, batch effects, ancestry (genomic PCs), depression, cell composition (reference based), body mass index, smoking	NA	M values	Illumina HumanMethylationEPIC	Whole blood	Full UniProt name: ADAMTS-like protein 1	774	1	Adults (18-65 years)	Both	European	Gadd-DA_adamtsl1_protein_levels__seqid___16890-37__somascan_protein_measurement
Gadd DA	Generation Scotland	35945220	31/07/2022	ENPP2 protein levels (SeqId = 16892-23)	NA	SomaScan protein measurement	https://doi.org/10.5281/zenodo.6801458	ENPP2 protein levels (SeqId = 16892-23)	DNA methylation	Age, sex, pQTLs, batch effects, ancestry (genomic PCs), depression, cell composition (reference based), body mass index, smoking	NA	M values	Illumina HumanMethylationEPIC	Whole blood	Full UniProt name: Ectonucleotide pyrophosphatase/phosphodiesterase family member 2	774	1	Adults (18-65 years)	Both	European	Gadd-DA_enpp2_protein_levels__seqid___16892-23__somascan_protein_measurement
Gadd DA	Generation Scotland	35945220	31/07/2022	OSBPL9 protein levels (SeqId = 16899-59)	NA	SomaScan protein measurement	https://doi.org/10.5281/zenodo.6801458	OSBPL9 protein levels (SeqId = 16899-59)	DNA methylation	Age, sex, pQTLs, batch effects, ancestry (genomic PCs), depression, cell composition (reference based), body mass index, smoking	NA	M values	Illumina HumanMethylationEPIC	Whole blood	Full UniProt name: Oxysterol-binding protein-related protein 9	774	1	Adults (18-65 years)	Both	European	Gadd-DA_osbpl9_protein_levels__seqid___16899-59__somascan_protein_measurement
Gadd DA	Generation Scotland	35945220	31/07/2022	MDGA1 protein levels (SeqId = 16900-29)	NA	SomaScan protein measurement	https://doi.org/10.5281/zenodo.6801458	MDGA1 protein levels (SeqId = 16900-29)	DNA methylation	Age, sex, pQTLs, batch effects, ancestry (genomic PCs), depression, cell composition (reference based), body mass index, smoking	NA	M values	Illumina HumanMethylationEPIC	Whole blood	Full UniProt name: MAM domain-containing glycosylphosphatidylinositol anchor protein 1	774	1	Adults (18-65 years)	Both	European	Gadd-DA_mdga1_protein_levels__seqid___16900-29__somascan_protein_measurement
Gadd DA	Generation Scotland	35945220	31/07/2022	LAMP1 protein levels (SeqId = 16902-17)	NA	SomaScan protein measurement	https://doi.org/10.5281/zenodo.6801458	LAMP1 protein levels (SeqId = 16902-17)	DNA methylation	Age, sex, pQTLs, batch effects, ancestry (genomic PCs), depression, cell composition (reference based), body mass index, smoking	NA	M values	Illumina HumanMethylationEPIC	Whole blood	Full UniProt name: Lysosome-associated membrane glycoprotein 1	774	1	Adults (18-65 years)	Both	European	Gadd-DA_lamp1_protein_levels__seqid___16902-17__somascan_protein_measurement
Gadd DA	Generation Scotland	35945220	31/07/2022	CADM2 protein levels (SeqId = 16907-3)	NA	SomaScan protein measurement	https://doi.org/10.5281/zenodo.6801458	CADM2 protein levels (SeqId = 16907-3)	DNA methylation	Age, sex, pQTLs, batch effects, ancestry (genomic PCs), depression, cell composition (reference based), body mass index, smoking	NA	M values	Illumina HumanMethylationEPIC	Whole blood	Full UniProt name: Cell adhesion molecule 2	774	1	Adults (18-65 years)	Both	European	Gadd-DA_cadm2_protein_levels__seqid___16907-3__somascan_protein_measurement
Gadd DA	Generation Scotland	35945220	31/07/2022	OMG protein levels (SeqId = 16908-5)	NA	SomaScan protein measurement	https://doi.org/10.5281/zenodo.6801458	OMG protein levels (SeqId = 16908-5)	DNA methylation	Age, sex, pQTLs, batch effects, ancestry (genomic PCs), depression, cell composition (reference based), body mass index, smoking	NA	M values	Illumina HumanMethylationEPIC	Whole blood	Full UniProt name: Oligodendrocyte-myelin glycoprotein	774	1	Adults (18-65 years)	Both	European	Gadd-DA_omg_protein_levels__seqid___16908-5__somascan_protein_measurement
Gadd DA	Generation Scotland	35945220	31/07/2022	RNASET2 protein levels (SeqId = 16913-8)	NA	SomaScan protein measurement	https://doi.org/10.5281/zenodo.6801458	RNASET2 protein levels (SeqId = 16913-8)	DNA methylation	Age, sex, pQTLs, batch effects, ancestry (genomic PCs), depression, cell composition (reference based), body mass index, smoking	NA	M values	Illumina HumanMethylationEPIC	Whole blood	Full UniProt name: Ribonuclease T2	774	1	Adults (18-65 years)	Both	European	Gadd-DA_rnaset2_protein_levels__seqid___16913-8__somascan_protein_measurement
Gadd DA	Generation Scotland	35945220	31/07/2022	CD14 protein levels (SeqId = 16914-104)	NA	SomaScan protein measurement	https://doi.org/10.5281/zenodo.6801458	CD14 protein levels (SeqId = 16914-104)	DNA methylation	Age, sex, pQTLs, batch effects, ancestry (genomic PCs), depression, cell composition (reference based), body mass index, smoking	NA	M values	Illumina HumanMethylationEPIC	Whole blood	Full UniProt name: Monocyte differentiation antigen CD14	774	1	Adults (18-65 years)	Both	European	Gadd-DA_cd14_protein_levels__seqid___16914-104__somascan_protein_measurement
Gadd DA	Generation Scotland	35945220	31/07/2022	SEMA4A protein levels (SeqId = 16915-153)	NA	SomaScan protein measurement	https://doi.org/10.5281/zenodo.6801458	SEMA4A protein levels (SeqId = 16915-153)	DNA methylation	Age, sex, pQTLs, batch effects, ancestry (genomic PCs), depression, cell composition (reference based), body mass index, smoking	NA	M values	Illumina HumanMethylationEPIC	Whole blood	Full UniProt name: Semaphorin-4A	774	1	Adults (18-65 years)	Both	European	Gadd-DA_sema4a_protein_levels__seqid___16915-153__somascan_protein_measurement
Gadd DA	Generation Scotland	35945220	31/07/2022	SLITRK6 protein levels (SeqId = 16916-19)	NA	SomaScan protein measurement	https://doi.org/10.5281/zenodo.6801458	SLITRK6 protein levels (SeqId = 16916-19)	DNA methylation	Age, sex, pQTLs, batch effects, ancestry (genomic PCs), depression, cell composition (reference based), body mass index, smoking	NA	M values	Illumina HumanMethylationEPIC	Whole blood	Full UniProt name: SLIT and NTRK-like protein 6	774	1	Adults (18-65 years)	Both	European	Gadd-DA_slitrk6_protein_levels__seqid___16916-19__somascan_protein_measurement
Gadd DA	Generation Scotland	35945220	31/07/2022	TLR3 protein levels (SeqId = 16918-198)	NA	SomaScan protein measurement	https://doi.org/10.5281/zenodo.6801458	TLR3 protein levels (SeqId = 16918-198)	DNA methylation	Age, sex, pQTLs, batch effects, ancestry (genomic PCs), depression, cell composition (reference based), body mass index, smoking	NA	M values	Illumina HumanMethylationEPIC	Whole blood	Full UniProt name: Toll-like receptor 3	774	1	Adults (18-65 years)	Both	European	Gadd-DA_tlr3_protein_levels__seqid___16918-198__somascan_protein_measurement
Gadd DA	Generation Scotland	35945220	31/07/2022	DBI protein levels (SeqId = 16919-1)	NA	SomaScan protein measurement	https://doi.org/10.5281/zenodo.6801458	DBI protein levels (SeqId = 16919-1)	DNA methylation	Age, sex, pQTLs, batch effects, ancestry (genomic PCs), depression, cell composition (reference based), body mass index, smoking	NA	M values	Illumina HumanMethylationEPIC	Whole blood	Full UniProt name: Acyl-CoA-binding protein	774	1	Adults (18-65 years)	Both	European	Gadd-DA_dbi_protein_levels__seqid___16919-1__somascan_protein_measurement
Gadd DA	Generation Scotland	35945220	31/07/2022	PLXNB3 protein levels (SeqId = 16922-53)	NA	SomaScan protein measurement	https://doi.org/10.5281/zenodo.6801458	PLXNB3 protein levels (SeqId = 16922-53)	DNA methylation	Age, sex, pQTLs, batch effects, ancestry (genomic PCs), depression, cell composition (reference based), body mass index, smoking	NA	M values	Illumina HumanMethylationEPIC	Whole blood	Full UniProt name: Plexin-B3	774	1	Adults (18-65 years)	Both	European	Gadd-DA_plxnb3_protein_levels__seqid___16922-53__somascan_protein_measurement
Gadd DA	Generation Scotland	35945220	31/07/2022	PFN2 protein levels (SeqId = 16923-20)	NA	SomaScan protein measurement	https://doi.org/10.5281/zenodo.6801458	PFN2 protein levels (SeqId = 16923-20)	DNA methylation	Age, sex, pQTLs, batch effects, ancestry (genomic PCs), depression, cell composition (reference based), body mass index, smoking	NA	M values	Illumina HumanMethylationEPIC	Whole blood	Full UniProt name: Profilin-2	774	1	Adults (18-65 years)	Both	European	Gadd-DA_pfn2_protein_levels__seqid___16923-20__somascan_protein_measurement
Gadd DA	Generation Scotland	35945220	31/07/2022	ALPL protein levels (SeqId = 16926-44)	NA	SomaScan protein measurement	https://doi.org/10.5281/zenodo.6801458	ALPL protein levels (SeqId = 16926-44)	DNA methylation	Age, sex, pQTLs, batch effects, ancestry (genomic PCs), depression, cell composition (reference based), body mass index, smoking	NA	M values	Illumina HumanMethylationEPIC	Whole blood	Full UniProt name: Alkaline phosphatase, tissue-nonspecific isozyme	774	1	Adults (18-65 years)	Both	European	Gadd-DA_alpl_protein_levels__seqid___16926-44__somascan_protein_measurement
Gadd DA	Generation Scotland	35945220	31/07/2022	F13A1 protein levels (SeqId = 16927-9)	NA	SomaScan protein measurement	https://doi.org/10.5281/zenodo.6801458	F13A1 protein levels (SeqId = 16927-9)	DNA methylation	Age, sex, pQTLs, batch effects, ancestry (genomic PCs), depression, cell composition (reference based), body mass index, smoking	NA	M values	Illumina HumanMethylationEPIC	Whole blood	Full UniProt name: Coagulation factor XIII A chain|Coagulation factor XIII B chain	774	1	Adults (18-65 years)	Both	European	Gadd-DA_f13a1_protein_levels__seqid___16927-9__somascan_protein_measurement
Gadd DA	Generation Scotland	35945220	31/07/2022	SULT1E1 protein levels (SeqId = 16932-5)	NA	SomaScan protein measurement	https://doi.org/10.5281/zenodo.6801458	SULT1E1 protein levels (SeqId = 16932-5)	DNA methylation	Age, sex, pQTLs, batch effects, ancestry (genomic PCs), depression, cell composition (reference based), body mass index, smoking	NA	M values	Illumina HumanMethylationEPIC	Whole blood	Full UniProt name: Estrogen sulfotransferase	774	1	Adults (18-65 years)	Both	European	Gadd-DA_sult1e1_protein_levels__seqid___16932-5__somascan_protein_measurement
Gadd DA	Generation Scotland	35945220	31/07/2022	GSTA1 protein levels (SeqId = 17138-8)	NA	SomaScan protein measurement	https://doi.org/10.5281/zenodo.6801458	GSTA1 protein levels (SeqId = 17138-8)	DNA methylation	Age, sex, pQTLs, batch effects, ancestry (genomic PCs), depression, cell composition (reference based), body mass index, smoking	NA	M values	Illumina HumanMethylationEPIC	Whole blood	Full UniProt name: Glutathione S-transferase A1	774	1	Adults (18-65 years)	Both	European	Gadd-DA_gsta1_protein_levels__seqid___17138-8__somascan_protein_measurement
Gadd DA	Generation Scotland	35945220	31/07/2022	PDGFD protein levels (SeqId = 17140-57)	NA	SomaScan protein measurement	https://doi.org/10.5281/zenodo.6801458	PDGFD protein levels (SeqId = 17140-57)	DNA methylation	Age, sex, pQTLs, batch effects, ancestry (genomic PCs), depression, cell composition (reference based), body mass index, smoking	NA	M values	Illumina HumanMethylationEPIC	Whole blood	Full UniProt name: Platelet-derived growth factor D	774	1	Adults (18-65 years)	Both	European	Gadd-DA_pdgfd_protein_levels__seqid___17140-57__somascan_protein_measurement
Gadd DA	Generation Scotland	35945220	31/07/2022	S100A8 protein levels (SeqId = 17145-1)	NA	SomaScan protein measurement	https://doi.org/10.5281/zenodo.6801458	S100A8 protein levels (SeqId = 17145-1)	DNA methylation	Age, sex, pQTLs, batch effects, ancestry (genomic PCs), depression, cell composition (reference based), body mass index, smoking	NA	M values	Illumina HumanMethylationEPIC	Whole blood	Full UniProt name: Protein S100-A8|Protein S100-A9	774	1	Adults (18-65 years)	Both	European	Gadd-DA_s100a8_protein_levels__seqid___17145-1__somascan_protein_measurement
Gadd DA	Generation Scotland	35945220	31/07/2022	BLVRB protein levels (SeqId = 17148-7)	NA	SomaScan protein measurement	https://doi.org/10.5281/zenodo.6801458	BLVRB protein levels (SeqId = 17148-7)	DNA methylation	Age, sex, pQTLs, batch effects, ancestry (genomic PCs), depression, cell composition (reference based), body mass index, smoking	NA	M values	Illumina HumanMethylationEPIC	Whole blood	Full UniProt name: Flavin reductase (NADPH)	774	1	Adults (18-65 years)	Both	European	Gadd-DA_blvrb_protein_levels__seqid___17148-7__somascan_protein_measurement
Gadd DA	Generation Scotland	35945220	31/07/2022	HSPE1 protein levels (SeqId = 17150-8)	NA	SomaScan protein measurement	https://doi.org/10.5281/zenodo.6801458	HSPE1 protein levels (SeqId = 17150-8)	DNA methylation	Age, sex, pQTLs, batch effects, ancestry (genomic PCs), depression, cell composition (reference based), body mass index, smoking	NA	M values	Illumina HumanMethylationEPIC	Whole blood	Full UniProt name: 10 kDa heat shock protein, mitochondrial	774	1	Adults (18-65 years)	Both	European	Gadd-DA_hspe1_protein_levels__seqid___17150-8__somascan_protein_measurement
Gadd DA	Generation Scotland	35945220	31/07/2022	IRF3 protein levels (SeqId = 17151-84)	NA	SomaScan protein measurement	https://doi.org/10.5281/zenodo.6801458	IRF3 protein levels (SeqId = 17151-84)	DNA methylation	Age, sex, pQTLs, batch effects, ancestry (genomic PCs), depression, cell composition (reference based), body mass index, smoking	NA	M values	Illumina HumanMethylationEPIC	Whole blood	Full UniProt name: Interferon regulatory factor 3	774	1	Adults (18-65 years)	Both	European	Gadd-DA_irf3_protein_levels__seqid___17151-84__somascan_protein_measurement
